datetime,lat,lon,plate_no,route_id
2022-05-10 08:47:11,22.353785,114.126173,sample vehicle #1,sample_route_id
2022-05-10 08:47:21,22.353786,114.126168,sample vehicle #1,sample_route_id
2022-05-10 08:47:31,22.353785,114.126168,sample vehicle #1,sample_route_id
2022-05-10 08:47:41,22.353788,114.12617,sample vehicle #1,sample_route_id
2022-05-10 08:47:51,22.353793,114.126168,sample vehicle #1,sample_route_id
2022-05-10 08:48:01,22.353795,114.126163,sample vehicle #1,sample_route_id
2022-05-10 08:48:11,22.353798,114.126165,sample vehicle #1,sample_route_id
2022-05-10 08:48:21,22.353795,114.126168,sample vehicle #1,sample_route_id
2022-05-10 08:48:31,22.353791,114.126173,sample vehicle #1,sample_route_id
2022-05-10 08:48:41,22.35379,114.126175,sample vehicle #1,sample_route_id
2022-05-10 08:48:51,22.353786,114.126173,sample vehicle #1,sample_route_id
2022-05-10 08:49:01,22.353783,114.126171,sample vehicle #1,sample_route_id
2022-05-10 08:49:11,22.353778,114.126166,sample vehicle #1,sample_route_id
2022-05-10 08:49:21,22.353778,114.12616,sample vehicle #1,sample_route_id
2022-05-10 08:49:31,22.353776,114.126155,sample vehicle #1,sample_route_id
2022-05-10 08:49:41,22.353778,114.126148,sample vehicle #1,sample_route_id
2022-05-10 08:49:51,22.353776,114.126145,sample vehicle #1,sample_route_id
2022-05-10 08:50:01,22.353773,114.126141,sample vehicle #1,sample_route_id
2022-05-10 08:50:11,22.353775,114.126141,sample vehicle #1,sample_route_id
2022-05-10 08:50:21,22.353775,114.126143,sample vehicle #1,sample_route_id
2022-05-10 08:50:31,22.35378,114.12615,sample vehicle #1,sample_route_id
2022-05-10 08:50:40,22.353781,114.126155,sample vehicle #1,sample_route_id
2022-05-10 08:50:41,22.353781,114.126155,sample vehicle #1,sample_route_id
2022-05-10 08:50:43,22.353781,114.126155,sample vehicle #1,sample_route_id
2022-05-10 08:50:51,22.353781,114.126151,sample vehicle #1,sample_route_id
2022-05-10 08:51:01,22.353781,114.12615,sample vehicle #1,sample_route_id
2022-05-10 08:51:11,22.353781,114.12615,sample vehicle #1,sample_route_id
2022-05-10 08:51:21,22.353783,114.12615,sample vehicle #1,sample_route_id
2022-05-10 08:51:31,22.353785,114.12615,sample vehicle #1,sample_route_id
2022-05-10 08:51:41,22.353783,114.126145,sample vehicle #1,sample_route_id
2022-05-10 08:51:51,22.353781,114.126146,sample vehicle #1,sample_route_id
2022-05-10 08:52:00,22.35378,114.126145,sample vehicle #1,sample_route_id
2022-05-10 08:52:10,22.353778,114.126145,sample vehicle #1,sample_route_id
2022-05-10 08:52:20,22.353781,114.126145,sample vehicle #1,sample_route_id
2022-05-10 08:52:30,22.353786,114.126143,sample vehicle #1,sample_route_id
2022-05-10 08:52:40,22.353793,114.126141,sample vehicle #1,sample_route_id
2022-05-10 08:52:50,22.3538,114.126143,sample vehicle #1,sample_route_id
2022-05-10 08:53:00,22.353805,114.126143,sample vehicle #1,sample_route_id
2022-05-10 08:53:10,22.3538,114.12614,sample vehicle #1,sample_route_id
2022-05-10 08:53:20,22.353795,114.126138,sample vehicle #1,sample_route_id
2022-05-10 08:53:30,22.35379,114.126135,sample vehicle #1,sample_route_id
2022-05-10 08:53:40,22.353785,114.126136,sample vehicle #1,sample_route_id
2022-05-10 08:53:50,22.353783,114.126143,sample vehicle #1,sample_route_id
2022-05-10 08:54:00,22.353778,114.126145,sample vehicle #1,sample_route_id
2022-05-10 08:54:10,22.353768,114.126146,sample vehicle #1,sample_route_id
2022-05-10 08:54:20,22.353763,114.126146,sample vehicle #1,sample_route_id
2022-05-10 08:54:30,22.353761,114.126151,sample vehicle #1,sample_route_id
2022-05-10 08:54:40,22.353766,114.126155,sample vehicle #1,sample_route_id
2022-05-10 08:54:50,22.353765,114.126153,sample vehicle #1,sample_route_id
2022-05-10 08:55:00,22.353763,114.126156,sample vehicle #1,sample_route_id
2022-05-10 08:55:10,22.353761,114.126163,sample vehicle #1,sample_route_id
2022-05-10 08:55:20,22.353761,114.12617,sample vehicle #1,sample_route_id
2022-05-10 08:55:30,22.353765,114.126173,sample vehicle #1,sample_route_id
2022-05-10 08:55:40,22.353766,114.126173,sample vehicle #1,sample_route_id
2022-05-10 08:55:50,22.353765,114.126176,sample vehicle #1,sample_route_id
2022-05-10 08:56:00,22.353768,114.126176,sample vehicle #1,sample_route_id
2022-05-10 08:56:10,22.35377,114.126173,sample vehicle #1,sample_route_id
2022-05-10 08:56:20,22.35377,114.126171,sample vehicle #1,sample_route_id
2022-05-10 08:56:30,22.353775,114.12617,sample vehicle #1,sample_route_id
2022-05-10 08:56:40,22.35378,114.12617,sample vehicle #1,sample_route_id
2022-05-10 08:56:49,22.353781,114.126171,sample vehicle #1,sample_route_id
2022-05-10 08:56:59,22.353785,114.126173,sample vehicle #1,sample_route_id
2022-05-10 08:57:09,22.353786,114.126176,sample vehicle #1,sample_route_id
2022-05-10 08:57:19,22.353786,114.126173,sample vehicle #1,sample_route_id
2022-05-10 08:57:29,22.353788,114.126166,sample vehicle #1,sample_route_id
2022-05-10 08:57:39,22.353788,114.126161,sample vehicle #1,sample_route_id
2022-05-10 08:57:49,22.353785,114.12616,sample vehicle #1,sample_route_id
2022-05-10 08:57:59,22.35378,114.126158,sample vehicle #1,sample_route_id
2022-05-10 08:58:09,22.353776,114.126151,sample vehicle #1,sample_route_id
2022-05-10 08:58:19,22.353776,114.126146,sample vehicle #1,sample_route_id
2022-05-10 08:58:29,22.35378,114.126143,sample vehicle #1,sample_route_id
2022-05-10 08:58:39,22.353781,114.126138,sample vehicle #1,sample_route_id
2022-05-10 08:58:49,22.353781,114.126145,sample vehicle #1,sample_route_id
2022-05-10 08:58:59,22.353778,114.12615,sample vehicle #1,sample_route_id
2022-05-10 08:59:09,22.353776,114.12616,sample vehicle #1,sample_route_id
2022-05-10 08:59:19,22.353775,114.126161,sample vehicle #1,sample_route_id
2022-05-10 08:59:29,22.353776,114.126166,sample vehicle #1,sample_route_id
2022-05-10 08:59:39,22.353781,114.126175,sample vehicle #1,sample_route_id
2022-05-10 08:59:49,22.353785,114.126176,sample vehicle #1,sample_route_id
2022-05-10 08:59:59,22.353786,114.12618,sample vehicle #1,sample_route_id
2022-05-10 09:00:09,22.35379,114.126173,sample vehicle #1,sample_route_id
2022-05-10 09:00:19,22.353793,114.126165,sample vehicle #1,sample_route_id
2022-05-10 09:00:29,22.353796,114.126156,sample vehicle #1,sample_route_id
2022-05-10 09:00:39,22.353796,114.126151,sample vehicle #1,sample_route_id
2022-05-10 09:00:48,22.3538,114.126146,sample vehicle #1,sample_route_id
2022-05-10 09:00:59,22.353796,114.126145,sample vehicle #1,sample_route_id
2022-05-10 09:01:09,22.3538,114.126146,sample vehicle #1,sample_route_id
2022-05-10 09:01:18,22.353798,114.126143,sample vehicle #1,sample_route_id
2022-05-10 09:01:28,22.353798,114.126146,sample vehicle #1,sample_route_id
2022-05-10 09:01:38,22.3538,114.126146,sample vehicle #1,sample_route_id
2022-05-10 09:01:48,22.353768,114.126181,sample vehicle #1,sample_route_id
2022-05-10 09:01:58,22.35362,114.126098,sample vehicle #1,sample_route_id
2022-05-10 09:02:08,22.353751,114.125873,sample vehicle #1,sample_route_id
2022-05-10 09:02:18,22.353955,114.125631,sample vehicle #1,sample_route_id
2022-05-10 09:02:28,22.353975,114.125611,sample vehicle #1,sample_route_id
2022-05-10 09:02:38,22.353983,114.125596,sample vehicle #1,sample_route_id
2022-05-10 09:02:48,22.353993,114.125588,sample vehicle #1,sample_route_id
2022-05-10 09:02:58,22.353993,114.125585,sample vehicle #1,sample_route_id
2022-05-10 09:03:08,22.353995,114.125581,sample vehicle #1,sample_route_id
2022-05-10 09:03:18,22.353996,114.125581,sample vehicle #1,sample_route_id
2022-05-10 09:03:28,22.353996,114.125585,sample vehicle #1,sample_route_id
2022-05-10 09:03:38,22.353996,114.12559,sample vehicle #1,sample_route_id
2022-05-10 09:03:48,22.353996,114.125588,sample vehicle #1,sample_route_id
2022-05-10 09:03:58,22.354011,114.125555,sample vehicle #1,sample_route_id
2022-05-10 09:04:08,22.354111,114.125358,sample vehicle #1,sample_route_id
2022-05-10 09:04:18,22.354096,114.125058,sample vehicle #1,sample_route_id
2022-05-10 09:04:28,22.354168,114.124968,sample vehicle #1,sample_route_id
2022-05-10 09:04:38,22.353791,114.124683,sample vehicle #1,sample_route_id
2022-05-10 09:04:48,22.353213,114.124395,sample vehicle #1,sample_route_id
2022-05-10 09:04:58,22.35237,114.12405,sample vehicle #1,sample_route_id
2022-05-10 09:05:08,22.351693,114.12399,sample vehicle #1,sample_route_id
2022-05-10 09:05:18,22.35146,114.124491,sample vehicle #1,sample_route_id
2022-05-10 09:05:28,22.351206,114.12497,sample vehicle #1,sample_route_id
2022-05-10 09:05:38,22.350306,114.125173,sample vehicle #1,sample_route_id
2022-05-10 09:05:47,22.349131,114.124961,sample vehicle #1,sample_route_id
2022-05-10 09:05:57,22.347905,114.124685,sample vehicle #1,sample_route_id
2022-05-10 09:06:07,22.346641,114.1246,sample vehicle #1,sample_route_id
2022-05-10 09:06:17,22.345875,114.124735,sample vehicle #1,sample_route_id
2022-05-10 09:06:27,22.345215,114.125225,sample vehicle #1,sample_route_id
2022-05-10 09:06:37,22.34465,114.126081,sample vehicle #1,sample_route_id
2022-05-10 09:06:47,22.344108,114.127085,sample vehicle #1,sample_route_id
2022-05-10 09:06:57,22.34343,114.128125,sample vehicle #1,sample_route_id
2022-05-10 09:07:07,22.342785,114.129081,sample vehicle #1,sample_route_id
2022-05-10 09:07:17,22.3425,114.1294,sample vehicle #1,sample_route_id
2022-05-10 09:07:27,22.342371,114.129708,sample vehicle #1,sample_route_id
2022-05-10 09:07:37,22.342011,114.130391,sample vehicle #1,sample_route_id
2022-05-10 09:07:47,22.34125,114.13031,sample vehicle #1,sample_route_id
2022-05-10 09:07:57,22.340275,114.13063,sample vehicle #1,sample_route_id
2022-05-10 09:08:07,22.339553,114.131001,sample vehicle #1,sample_route_id
2022-05-10 09:08:17,22.339431,114.131301,sample vehicle #1,sample_route_id
2022-05-10 09:08:27,22.339951,114.13174,sample vehicle #1,sample_route_id
2022-05-10 09:08:37,22.34094,114.131201,sample vehicle #1,sample_route_id
2022-05-10 09:08:47,22.342083,114.130931,sample vehicle #1,sample_route_id
2022-05-10 09:08:57,22.341938,114.131588,sample vehicle #1,sample_route_id
2022-05-10 09:09:07,22.340655,114.132255,sample vehicle #1,sample_route_id
2022-05-10 09:09:17,22.339355,114.132836,sample vehicle #1,sample_route_id
2022-05-10 09:09:27,22.338363,114.134001,sample vehicle #1,sample_route_id
2022-05-10 09:09:37,22.337945,114.135535,sample vehicle #1,sample_route_id
2022-05-10 09:09:47,22.337663,114.137153,sample vehicle #1,sample_route_id
2022-05-10 09:09:57,22.337423,114.138638,sample vehicle #1,sample_route_id
2022-05-10 09:10:07,22.337425,114.139741,sample vehicle #1,sample_route_id
2022-05-10 09:10:17,22.337388,114.14048,sample vehicle #1,sample_route_id
2022-05-10 09:10:26,22.337555,114.140781,sample vehicle #1,sample_route_id
2022-05-10 09:10:36,22.338285,114.14068,sample vehicle #1,sample_route_id
2022-05-10 09:10:46,22.339213,114.140313,sample vehicle #1,sample_route_id
2022-05-10 09:10:56,22.339838,114.139576,sample vehicle #1,sample_route_id
2022-05-10 09:11:06,22.34035,114.138798,sample vehicle #1,sample_route_id
2022-05-10 09:11:16,22.341065,114.138313,sample vehicle #1,sample_route_id
2022-05-10 09:11:26,22.34135,114.138165,sample vehicle #1,sample_route_id
2022-05-10 09:11:36,22.341401,114.138183,sample vehicle #1,sample_route_id
2022-05-10 09:11:46,22.341423,114.138218,sample vehicle #1,sample_route_id
2022-05-10 09:11:56,22.341415,114.13823,sample vehicle #1,sample_route_id
2022-05-10 09:12:06,22.34145,114.138206,sample vehicle #1,sample_route_id
2022-05-10 09:12:16,22.341493,114.138173,sample vehicle #1,sample_route_id
2022-05-10 09:12:26,22.3419,114.138146,sample vehicle #1,sample_route_id
2022-05-10 09:12:36,22.342693,114.138105,sample vehicle #1,sample_route_id
2022-05-10 09:12:46,22.343435,114.137903,sample vehicle #1,sample_route_id
2022-05-10 09:12:56,22.343838,114.13714,sample vehicle #1,sample_route_id
2022-05-10 09:13:06,22.3436,114.136036,sample vehicle #1,sample_route_id
2022-05-10 09:13:16,22.342911,114.135715,sample vehicle #1,sample_route_id
2022-05-10 09:13:26,22.342841,114.135708,sample vehicle #1,sample_route_id
2022-05-10 09:13:36,22.34285,114.13568,sample vehicle #1,sample_route_id
2022-05-10 09:13:46,22.342848,114.135645,sample vehicle #1,sample_route_id
2022-05-10 09:13:56,22.342845,114.135631,sample vehicle #1,sample_route_id
2022-05-10 09:14:06,22.342831,114.135608,sample vehicle #1,sample_route_id
2022-05-10 09:14:16,22.34284,114.13559,sample vehicle #1,sample_route_id
2022-05-10 09:14:26,22.34288,114.13556,sample vehicle #1,sample_route_id
2022-05-10 09:14:36,22.342901,114.135525,sample vehicle #1,sample_route_id
2022-05-10 09:14:46,22.342915,114.135501,sample vehicle #1,sample_route_id
2022-05-10 09:14:56,22.342853,114.135516,sample vehicle #1,sample_route_id
2022-05-10 09:15:05,22.342801,114.13552,sample vehicle #1,sample_route_id
2022-05-10 09:15:15,22.342716,114.135545,sample vehicle #1,sample_route_id
2022-05-10 09:15:25,22.342713,114.135565,sample vehicle #1,sample_route_id
2022-05-10 09:15:35,22.342705,114.135576,sample vehicle #1,sample_route_id
2022-05-10 09:15:45,22.342695,114.135581,sample vehicle #1,sample_route_id
2022-05-10 09:15:55,22.342688,114.135576,sample vehicle #1,sample_route_id
2022-05-10 09:16:05,22.342681,114.135571,sample vehicle #1,sample_route_id
2022-05-10 09:16:15,22.342685,114.135575,sample vehicle #1,sample_route_id
2022-05-10 09:16:25,22.342686,114.135578,sample vehicle #1,sample_route_id
2022-05-10 09:16:35,22.342688,114.135588,sample vehicle #1,sample_route_id
2022-05-10 09:16:45,22.34269,114.1356,sample vehicle #1,sample_route_id
2022-05-10 09:16:55,22.342688,114.135605,sample vehicle #1,sample_route_id
2022-05-10 09:17:05,22.34269,114.135606,sample vehicle #1,sample_route_id
2022-05-10 09:17:15,22.34269,114.135598,sample vehicle #1,sample_route_id
2022-05-10 09:17:25,22.342688,114.13559,sample vehicle #1,sample_route_id
2022-05-10 09:17:35,22.34268,114.135586,sample vehicle #1,sample_route_id
2022-05-10 09:17:45,22.342673,114.135591,sample vehicle #1,sample_route_id
2022-05-10 09:17:55,22.34267,114.135595,sample vehicle #1,sample_route_id
2022-05-10 09:18:05,22.342671,114.135596,sample vehicle #1,sample_route_id
2022-05-10 09:18:15,22.342673,114.135598,sample vehicle #1,sample_route_id
2022-05-10 09:18:25,22.342676,114.135596,sample vehicle #1,sample_route_id
2022-05-10 09:18:35,22.342673,114.135591,sample vehicle #1,sample_route_id
2022-05-10 09:18:45,22.342661,114.135586,sample vehicle #1,sample_route_id
2022-05-10 09:18:55,22.342655,114.135583,sample vehicle #1,sample_route_id
2022-05-10 09:19:05,22.342645,114.135565,sample vehicle #1,sample_route_id
2022-05-10 09:19:15,22.342638,114.13554,sample vehicle #1,sample_route_id
2022-05-10 09:19:25,22.342643,114.135538,sample vehicle #1,sample_route_id
2022-05-10 09:19:35,22.34266,114.13555,sample vehicle #1,sample_route_id
2022-05-10 09:19:44,22.342663,114.135548,sample vehicle #1,sample_route_id
2022-05-10 09:19:54,22.342665,114.135546,sample vehicle #1,sample_route_id
2022-05-10 09:20:04,22.342676,114.135565,sample vehicle #1,sample_route_id
2022-05-10 09:20:14,22.342681,114.135588,sample vehicle #1,sample_route_id
2022-05-10 09:20:24,22.342691,114.135606,sample vehicle #1,sample_route_id
2022-05-10 09:20:34,22.34268,114.135616,sample vehicle #1,sample_route_id
2022-05-10 09:20:44,22.342396,114.135706,sample vehicle #1,sample_route_id
2022-05-10 09:20:54,22.341778,114.135911,sample vehicle #1,sample_route_id
2022-05-10 09:21:04,22.340815,114.135945,sample vehicle #1,sample_route_id
2022-05-10 09:21:14,22.339921,114.135578,sample vehicle #1,sample_route_id
2022-05-10 09:21:24,22.33955,114.134756,sample vehicle #1,sample_route_id
2022-05-10 09:21:34,22.339748,114.133958,sample vehicle #1,sample_route_id
2022-05-10 09:21:44,22.340333,114.133413,sample vehicle #1,sample_route_id
2022-05-10 09:21:54,22.34087,114.132945,sample vehicle #1,sample_route_id
2022-05-10 09:22:04,22.341151,114.132731,sample vehicle #1,sample_route_id
2022-05-10 09:22:13,22.341453,114.132553,sample vehicle #1,sample_route_id
2022-05-10 09:22:24,22.342093,114.13236,sample vehicle #1,sample_route_id
2022-05-10 09:22:34,22.34255,114.132225,sample vehicle #1,sample_route_id
2022-05-10 09:22:44,22.343153,114.131815,sample vehicle #1,sample_route_id
2022-05-10 09:22:54,22.343488,114.131263,sample vehicle #1,sample_route_id
2022-05-10 09:23:04,22.343671,114.130868,sample vehicle #1,sample_route_id
2022-05-10 09:23:14,22.343746,114.130725,sample vehicle #1,sample_route_id
2022-05-10 09:23:24,22.34398,114.130208,sample vehicle #1,sample_route_id
2022-05-10 09:23:34,22.34431,114.129473,sample vehicle #1,sample_route_id
2022-05-10 09:23:44,22.34466,114.128735,sample vehicle #1,sample_route_id
2022-05-10 09:23:53,22.345151,114.127683,sample vehicle #1,sample_route_id
2022-05-10 09:24:03,22.345558,114.12696,sample vehicle #1,sample_route_id
2022-05-10 09:24:13,22.345538,114.126878,sample vehicle #1,sample_route_id
2022-05-10 09:24:23,22.345501,114.126826,sample vehicle #1,sample_route_id
2022-05-10 09:24:33,22.345445,114.126581,sample vehicle #1,sample_route_id
2022-05-10 09:24:43,22.345843,114.126125,sample vehicle #1,sample_route_id
2022-05-10 09:24:53,22.346521,114.125968,sample vehicle #1,sample_route_id
2022-05-10 09:25:03,22.346693,114.126111,sample vehicle #1,sample_route_id
2022-05-10 09:25:13,22.346676,114.126095,sample vehicle #1,sample_route_id
2022-05-10 09:25:23,22.346591,114.126075,sample vehicle #1,sample_route_id
2022-05-10 09:25:33,22.346585,114.12606,sample vehicle #1,sample_route_id
2022-05-10 09:25:43,22.346606,114.126046,sample vehicle #1,sample_route_id
2022-05-10 09:25:53,22.346593,114.126033,sample vehicle #1,sample_route_id
2022-05-10 09:26:03,22.34659,114.126021,sample vehicle #1,sample_route_id
2022-05-10 09:26:13,22.346528,114.126005,sample vehicle #1,sample_route_id
2022-05-10 09:26:23,22.346478,114.126,sample vehicle #1,sample_route_id
2022-05-10 09:26:33,22.34647,114.126001,sample vehicle #1,sample_route_id
2022-05-10 09:26:43,22.346471,114.125996,sample vehicle #1,sample_route_id
2022-05-10 09:26:53,22.346493,114.125988,sample vehicle #1,sample_route_id
2022-05-10 09:27:03,22.3465,114.125985,sample vehicle #1,sample_route_id
2022-05-10 09:27:13,22.346508,114.125988,sample vehicle #1,sample_route_id
2022-05-10 09:27:23,22.34644,114.125996,sample vehicle #1,sample_route_id
2022-05-10 09:27:33,22.34639,114.126001,sample vehicle #1,sample_route_id
2022-05-10 09:27:43,22.34637,114.125998,sample vehicle #1,sample_route_id
2022-05-10 09:27:53,22.346373,114.125995,sample vehicle #1,sample_route_id
2022-05-10 09:28:03,22.346386,114.125998,sample vehicle #1,sample_route_id
2022-05-10 09:28:13,22.346401,114.125996,sample vehicle #1,sample_route_id
2022-05-10 09:28:23,22.346385,114.126001,sample vehicle #1,sample_route_id
2022-05-10 09:28:33,22.346373,114.126006,sample vehicle #1,sample_route_id
2022-05-10 09:28:42,22.346356,114.126018,sample vehicle #1,sample_route_id
2022-05-10 09:28:52,22.346343,114.126026,sample vehicle #1,sample_route_id
2022-05-10 09:29:02,22.346338,114.126031,sample vehicle #1,sample_route_id
2022-05-10 09:29:12,22.346338,114.12602,sample vehicle #1,sample_route_id
2022-05-10 09:29:22,22.346356,114.126016,sample vehicle #1,sample_route_id
2022-05-10 09:29:32,22.34637,114.12601,sample vehicle #1,sample_route_id
2022-05-10 09:29:42,22.34637,114.12601,sample vehicle #1,sample_route_id
2022-05-10 09:29:52,22.346371,114.126016,sample vehicle #1,sample_route_id
2022-05-10 09:30:02,22.346373,114.126015,sample vehicle #1,sample_route_id
2022-05-10 09:30:12,22.346371,114.126016,sample vehicle #1,sample_route_id
2022-05-10 09:30:22,22.346373,114.126016,sample vehicle #1,sample_route_id
2022-05-10 09:30:32,22.346376,114.126018,sample vehicle #1,sample_route_id
2022-05-10 09:30:42,22.34638,114.126016,sample vehicle #1,sample_route_id
2022-05-10 09:30:52,22.34639,114.12602,sample vehicle #1,sample_route_id
2022-05-10 09:31:02,22.346398,114.12602,sample vehicle #1,sample_route_id
2022-05-10 09:31:12,22.346395,114.126018,sample vehicle #1,sample_route_id
2022-05-10 09:31:22,22.346373,114.126005,sample vehicle #1,sample_route_id
2022-05-10 09:31:32,22.346348,114.125993,sample vehicle #1,sample_route_id
2022-05-10 09:31:42,22.34634,114.125985,sample vehicle #1,sample_route_id
2022-05-10 09:31:52,22.346345,114.125991,sample vehicle #1,sample_route_id
2022-05-10 09:32:02,22.346375,114.125975,sample vehicle #1,sample_route_id
2022-05-10 09:32:12,22.346391,114.125976,sample vehicle #1,sample_route_id
2022-05-10 09:32:22,22.346393,114.12599,sample vehicle #1,sample_route_id
2022-05-10 09:32:32,22.34639,114.12599,sample vehicle #1,sample_route_id
2022-05-10 09:32:42,22.346386,114.125968,sample vehicle #1,sample_route_id
2022-05-10 09:32:52,22.346395,114.125965,sample vehicle #1,sample_route_id
2022-05-10 09:33:02,22.346411,114.12598,sample vehicle #1,sample_route_id
2022-05-10 09:33:11,22.346426,114.126,sample vehicle #1,sample_route_id
2022-05-10 09:33:21,22.34642,114.125996,sample vehicle #1,sample_route_id
2022-05-10 09:33:31,22.346405,114.125995,sample vehicle #1,sample_route_id
2022-05-10 09:33:41,22.346385,114.125983,sample vehicle #1,sample_route_id
2022-05-10 09:33:51,22.34633,114.125976,sample vehicle #1,sample_route_id
2022-05-10 09:34:01,22.346101,114.125855,sample vehicle #1,sample_route_id
2022-05-10 09:34:11,22.345836,114.126008,sample vehicle #1,sample_route_id
2022-05-10 09:34:21,22.345418,114.126365,sample vehicle #1,sample_route_id
2022-05-10 09:34:31,22.345421,114.126768,sample vehicle #1,sample_route_id
2022-05-10 09:34:41,22.345458,114.126813,sample vehicle #1,sample_route_id
2022-05-10 09:34:51,22.345546,114.126868,sample vehicle #1,sample_route_id
2022-05-10 09:35:01,22.345561,114.126888,sample vehicle #1,sample_route_id
2022-05-10 09:35:11,22.345636,114.126861,sample vehicle #1,sample_route_id
2022-05-10 09:35:21,22.3459,114.126696,sample vehicle #1,sample_route_id
2022-05-10 09:35:31,22.346631,114.126583,sample vehicle #1,sample_route_id
2022-05-10 09:35:40,22.34723,114.126656,sample vehicle #1,sample_route_id
2022-05-10 09:35:51,22.347726,114.126705,sample vehicle #1,sample_route_id
2022-05-10 09:36:01,22.34844,114.126793,sample vehicle #1,sample_route_id
2022-05-10 09:36:11,22.349225,114.126916,sample vehicle #1,sample_route_id
2022-05-10 09:36:21,22.350013,114.127036,sample vehicle #1,sample_route_id
2022-05-10 09:36:31,22.350953,114.127155,sample vehicle #1,sample_route_id
2022-05-10 09:36:41,22.351626,114.127403,sample vehicle #1,sample_route_id
2022-05-10 09:36:51,22.351765,114.127466,sample vehicle #1,sample_route_id
2022-05-10 09:37:01,22.351786,114.12762,sample vehicle #1,sample_route_id
2022-05-10 09:37:11,22.351623,114.127841,sample vehicle #1,sample_route_id
2022-05-10 09:37:21,22.351103,114.127495,sample vehicle #1,sample_route_id
2022-05-10 09:37:31,22.350236,114.1274,sample vehicle #1,sample_route_id
2022-05-10 09:37:40,22.3493,114.127568,sample vehicle #1,sample_route_id
2022-05-10 09:37:50,22.348621,114.127495,sample vehicle #1,sample_route_id
2022-05-10 09:38:00,22.348258,114.127566,sample vehicle #1,sample_route_id
2022-05-10 09:38:10,22.347853,114.12759,sample vehicle #1,sample_route_id
2022-05-10 09:38:20,22.347756,114.127523,sample vehicle #1,sample_route_id
2022-05-10 09:38:30,22.347745,114.127438,sample vehicle #1,sample_route_id
2022-05-10 09:38:40,22.347733,114.127415,sample vehicle #1,sample_route_id
2022-05-10 09:38:50,22.3477,114.127331,sample vehicle #1,sample_route_id
2022-05-10 09:39:00,22.347748,114.127245,sample vehicle #1,sample_route_id
2022-05-10 09:39:10,22.347701,114.127253,sample vehicle #1,sample_route_id
2022-05-10 09:39:20,22.347648,114.127265,sample vehicle #1,sample_route_id
2022-05-10 09:39:30,22.347628,114.127263,sample vehicle #1,sample_route_id
2022-05-10 09:39:40,22.347605,114.127253,sample vehicle #1,sample_route_id
2022-05-10 09:39:50,22.347581,114.127251,sample vehicle #1,sample_route_id
2022-05-10 09:40:00,22.347561,114.127243,sample vehicle #1,sample_route_id
2022-05-10 09:40:10,22.347543,114.127241,sample vehicle #1,sample_route_id
2022-05-10 09:40:20,22.347536,114.127241,sample vehicle #1,sample_route_id
2022-05-10 09:40:30,22.347528,114.127186,sample vehicle #1,sample_route_id
2022-05-10 09:40:40,22.347495,114.127156,sample vehicle #1,sample_route_id
2022-05-10 09:40:50,22.347481,114.127158,sample vehicle #1,sample_route_id
2022-05-10 09:41:00,22.347468,114.12719,sample vehicle #1,sample_route_id
2022-05-10 09:41:10,22.347476,114.127181,sample vehicle #1,sample_route_id
2022-05-10 09:41:20,22.347475,114.127183,sample vehicle #1,sample_route_id
2022-05-10 09:41:30,22.34747,114.127193,sample vehicle #1,sample_route_id
